Pitch No.,Pitcher,PitcherThrows,AutoPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Schapira, Calvin",Left,Four-Seam,92.42701,-1.593884,0.523603,2462.440344,145.895909,10:45,6.44165,-0.80783,5.87373,-16.73202,16.52288,-10.35993,3.56641,-1.1848,83.14249,-4.797587,-1.335505,0.415049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Schapira, Calvin",Left,Four-Seam,92.07916,-3.019777,1.056126,2363.294476,162.861017,11:30,6.42368,-0.79132,5.55806,-14.50052,19.30458,-5.58036,2.39067,-0.26944,83.28382,-5.793083,0.060794,0.418468,71.5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Schapira, Calvin",Left,Four-Seam,92.20445,-3.925839,1.427707,2461.563609,151.799415,11:00,6.32712,-0.80257,5.66138,-8.66516,25.08202,-12.77438,1.93711,-0.53542,83.05686,-5.673063,-0.853784,0.41811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Schapira, Calvin",Left,Changeup,85.44838,-3.52666,3.823742,1875.512317,141.528188,10:45,6.01944,-1.43226,5.54611,-24.11659,14.51894,-10.63005,0.70232,1.26073,79.13711,-7.965347,1.932395,0.447368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Schapira, Calvin",Left,Changeup,85.37285,-5.528226,4.602911,1900.009669,114.830255,9:45,6.13275,-1.36555,5.4447,-30.2147,9.80229,-17.99733,-1.59431,1.45381,77.71033,-11.039196,1.403721,0.455296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Schapira, Calvin",Left,Four-Seam,90.9479,-3.882933,2.774443,2355.842954,154.718532,11:15,6.32463,-1.05037,5.86725,-15.96261,18.31922,-8.08024,1.37757,0.85562,82.54212,-6.922007,1.326761,0.421409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Schapira, Calvin",Left,Four-Seam,90.13426,-2.85503,2.567922,2420.152416,144.856128,10:45,6.37233,-1.21361,5.81568,-16.76635,18.06277,-11.86745,2.3155,0.18683,81.86506,-6.044652,0.442955,0.424759,99.43381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Schapira, Calvin",Left,Four-Seam,91.16917,-2.182445,1.342417,2391.521028,160.707424,11:15,6.47824,-0.8335,5.86387,-17.37253,16.81989,-5.44811,3.00147,-0.04016,82.13585,-5.499381,0.365133,0.420859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Schapira, Calvin",Left,Sinker,86.84809,-1.505266,2.898468,1902.801085,125.623144,10:15,5.9783,-1.40103,5.47387,-27.47501,10.67579,-12.99804,2.27793,0.23057,78.59815,-6.603881,0.585277,0.444553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Schapira, Calvin",Left,Four-Seam,92.40097,-0.476139,0.177692,2461.034596,149.313574,11:00,6.40029,-0.77361,5.84649,-14.2454,18.99064,-10.55926,4.77068,-1.48842,83.12099,-3.238226,-1.715584,0.414931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Schapira, Calvin",Left,Four-Seam,92.35707,-1.903542,0.706539,2431.117398,156.935726,11:15,6.30708,-0.81993,5.8278,-13.48642,19.43702,-7.81682,3.41282,-0.81447,84.13968,-4.497176,-0.694698,0.412975,73.38755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Schapira, Calvin",Left,Four-Seam,90.52829,-2.351923,0.686302,2432.096938,156.630571,11:15,6.48941,-0.83193,5.92516,-10.3117,24.29399,-9.94308,3.44627,-1.02364,81.40468,-4.416723,-1.098944,0.423394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Schapira, Calvin",Right,Four-Seam,91.61545,-3.864091,2.035353,2440.520713,154.665736,11:15,6.40586,-1.00723,5.80879,-14.92206,18.70627,-8.32315,1.56112,0.1928,83.60243,-6.701071,0.544576,0.417373,54.67809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Schapira, Calvin",Right,Four-Seam,93.1576,-5.173967,2.094628,2524.182377,157.711354,11:15,6.40376,-0.93647,5.85155,-14.90379,17.39127,-6.71969,0.33764,0.45082,85.87259,-7.971162,0.889986,0.409015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Schapira, Calvin",Right,Four-Seam,92.54272,-4.116601,2.439377,2451.616609,157.764006,11:15,6.33032,-1.05905,5.82485,-16.38261,16.57001,-6.32709,1.12784,0.68295,84.56967,-7.204012,1.306134,0.413158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Schapira, Calvin",Right,Changeup,84.71256,-2.631119,1.096442,1445.04024,138.092514,10:30,6.03398,-1.47135,5.54229,-31.54136,7.808,-5.93012,0.94424,-0.94064,78.20074,-8.401057,0.037172,0.451482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Schapira, Calvin",Right,Four-Seam,92.68683,-3.43332,1.854447,2349.089311,142.594942,10:45,6.27555,-0.94599,6.09113,-18.13296,14.09087,-10.01886,1.58302,-0.06485,85.27856,-6.838428,0.049199,0.408564,87.09149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Schapira, Calvin",Left,Four-Seam,90.6469,-3.958228,2.450646,2395.884347,144.352102,10:45,6.43896,-0.99099,5.77452,-17.20525,16.92052,-11.38036,1.31252,0.34254,83.4703,-7.182233,0.41371,0.420448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"Schapira, Calvin",Left,Four-Seam,90.20228,-2.751416,1.732325,2374.412903,153.112721,11:00,6.46747,-0.95948,5.95068,-15.00402,19.19458,-9.19225,2.66206,-0.11828,82.76404,-5.610554,0.081251,0.420897,100.07224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"Schapira, Calvin",Left,Four-Seam,92.32735,-4.275863,2.901047,2458.596797,157.537822,11:15,6.43772,-0.81117,5.68217,-14.89914,18.5882,-7.20067,1.19768,1.2954,83.90976,-7.105653,1.615843,0.416497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"Schapira, Calvin",Left,Four-Seam,92.58623,-3.491655,1.602168,2572.808107,162.308826,11:30,6.46366,-0.97055,5.82695,-14.69985,18.18926,-5.4504,1.98734,0.0651,84.40976,-6.290193,0.625375,0.41276,104.74619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Schapira, Calvin",Left,Sinker,86.06114,-3.46393,1.37781,1857.406465,127.140547,10:15,6.2471,-1.27839,5.46528,-25.97533,12.0904,-14.50316,0.83546,-1.19715,79.83352,-8.217432,-1.20792,0.444057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Schapira, Calvin",Left,Changeup,84.87507,-1.289816,0.732701,1583.156098,141.975848,10:45,6.09589,-1.39056,5.45611,-23.86434,15.03875,-10.91631,2.89946,-1.61431,78.68856,-5.699464,-1.211494,0.448914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Schapira, Calvin",Left,Four-Seam,91.33032,-1.169113,0.301917,2363.846614,139.30026,10:45,6.36321,-0.93521,5.71249,-16.73855,16.75229,-13.55611,3.87895,-1.7836,83.97807,-4.323612,-2.123116,0.416519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Schapira, Calvin",Left,Four-Seam,92.11465,-2.387272,1.591932,2389.049762,153.645921,11:00,6.34039,-0.94826,5.89784,-16.32619,16.32213,-7.6154,2.76135,-0.10451,85.00546,-5.462496,0.225203,0.411246,74.18849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Schapira, Calvin",Left,Four-Seam,92.38815,-2.194095,1.290056,2446.027769,161.033626,11:15,6.24904,-1.04837,6.03737,-16.29245,16.16859,-5.21272,2.85813,-0.28799,84.76016,-5.282754,0.351948,0.410065,71.76004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Schapira, Calvin",Left,Changeup,86.9695,-2.727334,2.022502,1815.640602,111.67089,9:45,5.96542,-1.31714,5.48588,-30.26726,7.83685,-16.26025,0.8879,-0.77909,78.84693,-8.300959,-0.87777,0.444281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Schapira, Calvin",Left,Changeup,84.34406,-3.26722,1.693197,1740.356383,120.192667,10:00,6.13199,-1.37323,5.4984,-30.97462,9.49985,-13.83119,0.48999,-0.94156,76.67267,-8.963803,-0.775395,0.457891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Schapira, Calvin",Left,Four-Seam,90.21856,-4.998794,4.144021,2472.830945,137.872161,10:30,6.41137,-1.17733,5.98896,-17.5432,17.02973,-14.36217,0.29243,1.47334,82.61937,-8.301562,1.569033,0.423194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Schapira, Calvin",Left,Four-Seam,90.63395,-2.838597,2.791673,2323.265699,151.742129,11:00,6.446,-0.92974,6.08158,-15.10257,19.11891,-9.62201,2.55587,0.85337,82.02618,-5.750264,1.061098,0.421038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"Schapira, Calvin",Left,Four-Seam,85.83189,-3.380809,2.520606,1931.566055,164.678755,11:30,6.19288,-1.27422,5.3457,-19.06277,19.88737,-5.09299,1.42616,0.66737,78.45639,-6.94802,1.616806,0.449186,25.92468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"Schapira, Calvin",Left,Changeup,84.15235,-0.453312,0.014881,1475.532532,122.855769,10:00,6.12777,-1.48113,5.26996,-32.64895,7.35063,-9.60934,2.98118,-2.26793,77.80996,-6.414734,-1.691369,0.455197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Schapira, Calvin",Left,Four-Seam,89.23992,-1.493821,1.792904,2346.885374,140.026947,10:45,6.27149,-1.13961,6.10901,-21.55017,12.8743,-9.9752,3.09326,-0.31238,82.52326,-5.527356,-0.004723,0.422284,101.42769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"Schapira, Calvin",Left,Four-Seam,91.80105,-2.651117,0.725949,2442.568804,161.312677,11:30,6.35001,-0.99624,5.94048,-14.25454,18.86021,-6.02028,2.7008,-0.82445,83.95468,-5.37688,-0.35564,0.414173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Schapira, Calvin",Left,Four-Seam,86.75728,-1.236344,0.445889,2026.895722,147.598557,11:00,6.03616,-1.2586,5.39098,-18.81997,19.42718,-11.46969,3.30883,-1.79648,78.41618,-4.802817,-1.593615,0.445113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Schapira, Calvin",Left,Changeup,85.35722,-4.378091,2.285785,1741.451416,138.658902,10:30,5.98079,-1.2459,5.51113,-24.10509,14.99316,-12.07575,-0.13348,-0.11347,78.48742,-8.819511,0.13261,0.450039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Schapira, Calvin",Left,Four-Seam,91.67629,-1.275056,0.495574,2475.846682,136.063942,10:30,6.21903,-0.94342,5.83782,-20.29718,13.05146,-11.54449,3.34224,-1.44483,83.70716,-5.08554,-1.575144,0.415633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Schapira, Calvin",Left,Sinker,90.31502,-2.463921,2.243629,2354.093315,137.432692,10:30,6.27617,-0.91792,6.08251,-19.68619,14.42674,-12.23213,2.35288,0.1396,82.54278,-6.177435,0.040936,0.420369,86.72957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Schapira, Calvin",Left,Changeup,85.17803,-3.581165,2.377236,1786.553314,140.476044,10:45,6.21311,-1.15421,5.35087,-23.20344,15.9917,-12.2082,0.9132,0.05949,78.65935,-7.853606,0.208075,0.450596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Schapira, Calvin",Left,Changeup,85.21559,-2.524805,2.203788,1832.791418,96.632305,9:15,5.97105,-1.34857,5.45518,-36.06498,3.1598,-16.42981,0.59877,-0.65363,78.3838,-9.090247,-0.727068,0.450767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Schapira, Calvin",Left,Four-Seam,92.0359,-2.083976,2.314469,2508.294279,142.700165,10:45,6.37302,-0.83971,5.78181,-18.43985,14.65241,-10.37335,2.8949,0.45051,84.33765,-5.54688,0.457597,0.414033,88.31309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Schapira, Calvin",Left,Changeup,85.76646,-0.855391,-0.077787,1799.752603,153.893556,11:15,6.16956,-1.17834,5.42428,-28.82171,10.1069,-4.30508,2.96646,-1.60995,77.97884,-6.187887,-0.844317,0.449061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Schapira, Calvin",Left,Four-Seam,89.35967,-3.176389,2.641184,2434.318229,158.406113,11:15,6.33205,-1.20431,5.9851,-19.58194,15.95973,-5.79508,1.74988,0.76261,80.62076,-6.890843,1.600304,0.429082,81.4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Schapira, Calvin",Left,Changeup,83.0051,-3.087767,2.025913,1659.866827,80.150934,8:45,6.17491,-1.6225,5.33707,-43.03152,-1.39862,-15.73379,-0.31264,-1.03213,76.56728,-10.847599,-0.779606,0.464398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Schapira, Calvin",Left,Changeup,83.05171,-1.040356,1.417308,1780.80241,130.126721,10:15,6.23177,-1.46023,5.35386,-29.01458,12.43261,-13.14174,2.83772,-1.22578,75.87685,-6.400418,-0.918911,0.463361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Schapira, Calvin",Left,Four-Seam,89.14003,-2.342959,1.542564,2448.994036,146.64097,11:00,6.45567,-1.14299,5.76499,-18.79481,16.798,-10.2602,2.70674,-0.56194,81.05202,-5.895026,-0.294676,0.429391,99.23231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Schapira, Calvin",Left,Changeup,81.85108,-1.286796,2.938176,1606.833935,114.387602,9:45,6.03159,-1.5811,5.48477,-34.19081,8.36619,-15.35812,1.97661,-0.10948,74.85832,-7.573887,0.20303,0.469523,64.6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Schapira, Calvin",Left,Changeup,82.59394,-1.357791,3.725619,1911.572403,158.503732,11:15,6.01699,-1.51562,5.49584,-21.71123,20.48749,-7.47229,2.93466,1.3517,74.65509,-5.462455,2.398867,0.467542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Schapira, Calvin",Left,Four-Seam,88.66075,-1.539947,2.252442,2452.955228,140.762988,10:45,6.41593,-0.92894,6.01467,-19.8084,15.76997,-11.90575,3.3372,0.16661,80.66674,-5.29432,0.111934,0.429303,93.66812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Schapira, Calvin",Left,Four-Seam,88.61821,-1.755613,1.837207,2335.183717,161.54955,11:30,6.38791,-1.37333,5.91713,-14.73646,21.09044,-6.62599,3.52916,-0.21982,80.36766,-4.603504,0.648288,0.430801,75.26554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Schapira, Calvin",Left,Changeup,83.02125,-2.645326,2.454039,1762.394458,133.335604,10:30,6.04689,-1.59095,5.28535,-27.34911,14.59816,-13.90922,1.27949,-0.44403,75.51444,-7.70114,-0.01464,0.466147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Schapira, Calvin",Left,Changeup,84.19852,-1.949156,1.878083,1759.995703,118.410562,10:00,6.21032,-1.50274,5.4027,-32.26836,8.51504,-12.99418,1.69312,-0.82508,76.21331,-7.896037,-0.435471,0.459635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Schapira, Calvin",Left,Four-Seam,91.26842,-1.58456,0.661056,2578.159816,146.610819,11:00,6.42602,-1.13207,5.6573,-12.8032,21.42903,-13.32213,3.88082,-1.62571,82.38311,-4.075195,-1.719202,0.421104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Schapira, Calvin",Left,Four-Seam,90.96757,-0.322822,-0.410012,2474.00373,141.550326,10:45,6.43318,-1.16541,5.76434,-20.0645,14.04855,-10.25319,4.46066,-2.40147,82.60849,-4.106018,-2.245605,0.42037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Schapira, Calvin",Left,Sinker,91.05417,-1.604059,1.064193,2502.32802,134.309947,10:30,6.3367,-1.19276,5.71019,-20.91789,13.13178,-12.30603,3.0984,-1.22664,83.00748,-5.521173,-1.137862,0.419979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Schapira, Calvin",Left,Changeup,84.63231,-3.351474,2.438657,1841.611277,96.787211,9:15,6.16007,-1.72746,5.35922,-36.41514,3.78276,-20.40454,-0.02405,-1.13943,77.55655,-9.963143,-1.196212,0.456324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
