Pitch No.,Pitcher,PitcherThrows,AutoPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"Gonzalez, Aidan",Right,Sinker,88.82958,-0.812488,-2.284338,2064.326164,247.747923,2:15,5.48988,0.22287,5.74635,-27.57379,8.2339,17.20517,2.43493,-0.47136,80.85139,-5.935962,0.795306,0.430685,104.5581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Gonzalez, Aidan",Right,Sinker,90.65449,-2.469221,-2.902412,2202.366811,246.976462,2:15,5.27969,1.39584,6.08464,-25.15407,8.80894,18.08103,0.89473,0.21509,82.76711,-7.161377,0.354309,0.419444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"Gonzalez, Aidan",Right,Sinker,90.91314,-2.182042,-2.307091,2130.205572,250.147052,2:15,5.29938,1.11344,5.79962,-26.98387,7.4439,17.19308,1.0185,0.39913,82.26512,-7.197195,0.775431,0.422305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"Gonzalez, Aidan",Right,Sinker,91.84145,-0.689172,-1.997002,2226.173199,230.339601,1:45,5.40422,1.20852,6.0537,-21.57182,11.69894,12.70989,2.96819,0.4183,83.04424,-4.766654,0.290403,0.415148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Gonzalez, Aidan",Right,Four-Seam,91.13256,-1.569873,-1.983425,2253.771294,217.295161,1:15,5.37349,1.26984,5.8427,-19.41367,14.86446,10.35654,2.29544,0.28879,81.98304,-5.257351,-0.127012,0.421386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Gonzalez, Aidan",Right,Changeup,84.42024,-2.883845,-3.651884,1598.902251,231.687771,1:45,5.29261,1.23826,5.98251,-25.63261,14.48454,16.33544,0.47569,-0.79013,75.76608,-7.719924,-0.719227,0.455865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Gonzalez, Aidan",Right,Four-Seam,90.95518,-0.1734,-0.578074,2376.886163,207.985365,1:00,5.41059,1.18429,5.79482,-16.23513,18.12855,8.97615,3.89636,1.39455,81.8194,-3.296879,1.029829,0.421911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"Gonzalez, Aidan",Right,Slider,84.78024,0.274147,-1.354115,2567.935421,181.442362,12:00,5.33693,1.38169,5.41524,-31.64352,7.88122,0.16752,2.95687,0.12682,77.64759,-5.550495,-1.324321,0.452487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Gonzalez, Aidan",Right,Four-Seam,90.91,-2.621336,-2.645939,2259.724076,206.025945,12:45,5.27852,1.45427,6.05562,-15.18418,18.97891,8.6552,1.5824,-0.27547,81.95329,-5.55489,-1.089833,0.420678,104.42584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"Gonzalez, Aidan",Right,Four-Seam,93.63549,-1.058754,0.489357,2423.303613,207.744607,1:00,5.531,1.18786,5.88346,-14.56867,17.4178,8.61075,3.33356,2.35989,85.18365,-3.848466,2.03425,0.407056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"Gonzalez, Aidan",Right,Changeup,84.65819,-2.037394,-1.891235,1682.355626,246.484337,2:15,5.30962,1.24916,5.62875,-31.77222,7.43138,14.36765,0.75897,0.68108,78.16184,-7.865628,0.678013,0.450645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"Gonzalez, Aidan",Right,Slider,84.80896,-1.531097,-0.590282,2710.553132,84.227307,8:45,5.34692,1.32808,5.47419,-38.82203,0.54504,-6.43311,0.67851,0.23958,78.25472,-8.592451,-1.738572,0.451583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Gonzalez, Aidan",Right,Sinker,90.04047,-1.851347,-2.348004,2299.319462,236.519457,2:00,5.33213,1.12036,5.94732,-22.54915,12.68036,17.09021,1.73376,0.36541,80.56019,-6.121743,0.722261,0.427194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"Gonzalez, Aidan",Right,Changeup,85.32342,-2.134354,-2.293131,1758.357907,252.17979,2:30,5.28715,1.14785,5.75273,-32.3436,7.12796,17.45808,0.60235,0.46675,76.76375,-8.13755,0.835624,0.452182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"Gonzalez, Aidan",Right,Four-Seam,92.1898,-0.637968,-1.337251,2330.957755,208.74257,1:00,5.51084,0.91881,6.27141,-16.62017,16.22745,8.25205,3.5375,0.37345,83.00272,-3.846206,0.154087,0.412499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Gonzalez, Aidan",Right,Changeup,85.00306,-1.595413,-4.141226,1698.672581,210.369434,1:00,5.33553,1.04339,5.86626,-19.01229,20.47611,11.13497,2.26482,-1.8825,76.44833,-5.242916,-2.151516,0.452279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Gonzalez, Aidan",Right,Sinker,90.13857,-1.726652,-2.749549,2306.978576,236.362854,2:00,5.26463,1.1338,6.16656,-24.10108,10.20623,13.5919,1.65893,-0.27534,81.97624,-6.253735,-0.298746,0.421565,81.2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Gonzalez, Aidan",Right,Slider,83.02069,1.6206,-0.95367,2642.711358,81.398604,8:45,5.13683,0.57974,5.51706,-41.03672,-0.00449,-8.2628,3.23298,-1.00059,76.14898,-5.893812,-2.426146,0.461035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Gonzalez, Aidan",Right,Sinker,88.00607,-0.778021,-0.54787,2122.671817,224.381918,1:30,5.08035,0.59953,6.10142,-24.20427,11.46044,10.14469,2.34374,0.93823,80.72546,-5.31467,1.281086,0.429824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Gonzalez, Aidan",Right,Slider,83.49948,0.499077,-1.149063,2567.088336,64.559484,8:15,5.07033,0.82129,5.64638,-41.37754,-1.28941,-5.10323,2.08783,-0.6759,77.24759,-7.061096,-2.061566,0.4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Gonzalez, Aidan",Right,Four-Seam,91.46866,-2.139058,-2.858372,2224.290331,217.687454,1:15,5.15347,0.43971,6.00195,-17.03422,16.24926,11.73579,1.74865,-1.23289,83.68351,-5.369311,-0.750384,0.415227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Gonzalez, Aidan",Right,Four-Seam,92.52789,-2.166106,-3.632203,2186.737905,219.366762,1:15,5.10956,0.42626,6.31276,-17.25084,14.83024,11.35788,1.67179,-1.97741,84.92014,-5.440955,-1.5826,0.407658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Gonzalez, Aidan",Right,Sinker,87.58237,-2.03415,-2.646064,2111.863255,221.646996,1:30,5.10705,0.51428,6.16032,-21.29418,14.81332,12.14442,1.45064,-0.91979,80.15559,-6.052073,-0.456901,0.432484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Gonzalez, Aidan",Right,Changeup,81.68494,-1.510926,-2.314915,1512.46912,208.171769,1:00,5.03994,0.63735,5.90256,-23.64147,18.27064,9.06036,1.6658,-0.75766,74.7361,-5.962101,-0.689502,0.465952,66.33623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Gonzalez, Aidan",Right,Four-Seam,90.75288,-1.726522,-1.628621,2253.199145,200.147682,12:45,5.13119,0.46029,5.88124,-15.54481,18.76981,6.44189,2.23134,-0.5157,82.03674,-4.71521,-0.473099,0.42161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Gonzalez, Aidan",Right,Four-Seam,92.3227,-4.002734,-1.917328,2328.123029,219.848426,1:15,5.05346,0.29583,6.09906,-17.76985,15.10387,11.66134,-0.13737,-0.50628,84.04854,-7.362329,0.184399,0.412663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Gonzalez, Aidan",Right,Slider,84.76475,-1.455692,-0.992982,2646.898939,139.735949,10:45,5.05402,0.77113,5.41207,-34.49455,5.0339,-3.22957,0.81524,-0.42835,78.0073,-7.755574,-1.568301,0.452508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Gonzalez, Aidan",Right,Slider,85.81281,-0.372158,-1.576858,2591.38196,121.966929,10:00,5.0122,0.90418,5.5761,-33.58423,4.82823,-5.80603,1.86579,-1.05277,78.64778,-6.544185,-2.61288,0.446075,63.6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Gonzalez, Aidan",Right,Four-Seam,89.40312,-2.880766,-2.429123,2230.169846,206.098682,12:45,5.03823,0.4517,6.38944,-18.10883,16.43021,7.48079,0.87488,-1.16049,81.48887,-6.335982,-1.074783,0.422987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Gonzalez, Aidan",Right,Slider,84.40495,0.05321,-2.621761,2485.813379,82.789843,8:45,5.05216,0.83673,5.62874,-39.47628,0.47169,-6.74154,1.81217,-2.17302,76.96425,-7.187532,-3.824487,0.454903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Gonzalez, Aidan",Right,Sinker,89.10513,-1.091518,-2.012361,2160.6692,227.2696,1:30,5.01047,0.65778,6.2984,-20.92875,13.89394,13.7854,2.25998,-0.04832,81.05703,-5.066866,0.480441,0.42472,85.38912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Gonzalez, Aidan",Right,Sinker,89.22858,-0.353986,-3.329545,2161.217416,250.031708,2:15,5.04003,0.59164,5.98955,-27.56592,8.27225,18.91678,2.41426,-0.92111,79.69787,-5.542013,0.067573,0.430868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Gonzalez, Aidan",Right,Curveball,79.37135,1.405851,-1.757828,2423.162962,41.8987,7:30,4.97346,0.75573,5.31995,-55.74653,-9.9043,-10.28335,1.64811,-1.75135,72.29884,-8.712334,-3.58526,0.487309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Gonzalez, Aidan",Right,Four-Seam,90.80394,-0.573223,-1.697977,2216.767429,218.158955,1:15,5.13754,0.66138,6.00657,-20.11458,13.6852,9.8952,2.93001,-0.08758,82.75333,-4.373968,0.081396,0.418435,93.75975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Gonzalez, Aidan",Right,Sinker,89.76019,-1.314236,-2.194638,2181.945024,229.221899,1:45,5.03384,0.59038,6.45921,-20.62497,13.50603,14.33418,2.1068,-0.23199,81.63109,-5.242276,0.405072,0.420481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Gonzalez, Aidan",Right,Slider,84.03865,0.824152,-1.475397,2365.306958,86.026694,8:45,5.02147,0.8845,5.47684,-39.19817,0.94043,-4.2439,2.52643,-0.84999,77.07527,-6.348816,-2.231248,0.455987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Gonzalez, Aidan",Right,Four-Seam,91.93289,0.13113,-2.094399,2252.671245,197.611121,12:30,5.16217,0.46482,6.21335,-11.86386,20.96749,6.31111,4.29461,-0.94292,83.3526,-2.203475,-0.956085,0.412397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Gonzalez, Aidan",Right,Slider,83.29381,2.032634,-0.32388,2531.087192,114.669993,9:45,5.05464,0.68271,5.38302,-36.78691,3.79528,-5.8374,3.89517,-0.10733,76.95264,-4.693083,-1.361392,0.4585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Gonzalez, Aidan",Right,Slider,83.21079,1.547385,-0.894064,2600.07898,70.042914,8:15,4.97376,0.86659,5.52175,-40.95026,-0.54724,-4.52536,3.00845,-0.34647,77.10324,-5.925353,-1.700782,0.457486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Gonzalez, Aidan",Right,Four-Seam,90.9681,0.367807,-1.864998,2290.42894,214.95655,1:15,5.11585,0.47139,6.2699,-17.87682,15.36233,10.0169,3.96537,-0.41374,83.04422,-3.044358,-0.055572,0.414951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Gonzalez, Aidan",Right,Changeup,82.5009,0.090669,-1.313122,1695.924114,254.587083,2:30,4.95793,0.88508,5.97613,-35.2714,5.88693,16.36619,2.10272,1.03147,75.12425,-6.466931,1.631177,0.461743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Gonzalez, Aidan",Right,Sinker,88.19949,-1.320848,-1.634958,2106.130264,233.032853,1:45,4.99783,0.61115,5.95068,-22.76985,13.253,16.00816,1.87463,0.42844,80.27493,-5.603337,1.242144,0.431977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Gonzalez, Aidan",Right,Slider,84.30023,-0.144483,0.355994,2550.379037,154.729813,11:15,5.0297,0.62459,5.47838,-36.36108,3.43567,-1.04803,1.86442,0.87036,77.48367,-6.803558,0.169111,0.454041,97.47403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Gonzalez, Aidan",Right,Changeup,81.46709,-0.645664,-3.352974,1472.510437,261.131897,2:45,5.33326,1.74204,5.96226,-38.7527,3.79973,14.73241,1.50409,-0.14301,73.94216,-7.826565,-0.706752,0.469498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Gonzalez, Aidan",Right,Four-Seam,92.84499,-2.123445,-3.889255,2261.64728,217.46749,1:15,5.42534,1.44737,6.2409,-18.20139,14.14658,9.99064,1.9444,-1.31318,84.2581,-5.586361,-2.089956,0.40935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Gonzalez, Aidan",Right,Sinker,89.75783,-1.549607,-2.075966,2141.397031,237.293237,2:00,5.31296,1.66063,5.9689,-22.96966,11.77843,16.54674,1.96076,1.11388,81.77848,-5.858326,0.898379,0.424265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Gonzalez, Aidan",Right,Curveball,76.64721,1.691422,-1.036408,2485.316555,35.487829,7:15,5.43791,1.75703,5.32681,-61.5457,-12.4639,-10.06457,1.89703,-0.05434,69.9737,-9.466532,-2.827227,0.504233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Gonzalez, Aidan",Right,Slider,85.31873,0.965788,-0.803746,2621.64529,117.689465,10:00,5.31719,1.63749,5.75011,-35.57652,3.03327,-3.46591,3.2518,0.60032,77.99134,-5.600828,-1.424266,0.447219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Gonzalez, Aidan",Right,Sinker,87.87985,-0.795333,-3.703083,2116.563244,233.216362,1:45,5.34055,1.55796,6.07394,-23.79297,12.74721,15.26694,2.62026,-0.60122,79.15804,-5.297677,-0.960196,0.435068,103.99498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Gonzalez, Aidan",Right,Slider,83.04554,1.728821,-2.422672,2459.929183,102.872675,9:30,5.35185,1.53184,5.52316,-39.01171,2.20095,-3.95607,3.71919,-1.06429,75.85446,-5.432483,-3.126473,0.462048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Gonzalez, Aidan",Right,Curveball,75.35314,4.407598,0.973179,2454.693341,43.970503,7:30,5.38939,1.64595,5.34054,-62.87184,-12.22272,-13.37178,4.29383,1.44471,68.61631,-7.01706,-1.400057,0.512221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Gonzalez, Aidan",Right,Sinker,88.23418,-1.081593,-4.172009,2078.635724,232.110706,1:45,5.31236,1.424,6.20027,-23.97454,11.98855,13.77875,2.31324,-1.28595,79.83809,-5.610516,-1.692806,0.431618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Gonzalez, Aidan",Right,Changeup,80.488,1.066428,-2.295011,1437.329164,245.866902,2:15,5.30669,1.41,5.92512,-34.99329,8.34882,15.4182,3.38108,0.56407,73.18021,-5.455586,0.471957,0.473834,69.17931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Gonzalez, Aidan",Right,Four-Seam,89.53791,-1.972062,-3.227818,2224.186416,218.531539,1:15,5.46461,1.23484,6.06318,-17.11851,17.7034,13.17595,2.20923,-0.65779,81.54367,-5.239534,-0.859911,0.424715,72.81373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Gonzalez, Aidan",Right,Four-Seam,88.80715,-0.095288,-2.791587,2200.486917,205.87884,12:45,5.32258,1.53145,6.20523,-21.83226,13.36414,5.92162,3.41517,-0.55392,80.75204,-4.230721,-1.724462,0.426993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Gonzalez, Aidan",Right,Curveball,76.04476,2.329662,-0.197224,2412.490583,59.074807,8:00,5.33543,1.43243,5.41994,-57.01787,-7.38587,-15.0967,2.7675,-0.01038,69.29134,-8.06541,-2.885028,0.507052,60.07659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"Gonzalez, Aidan",Right,Slider,82.04522,0.964209,-2.075878,2304.206371,118.420634,10:00,5.27536,1.64765,5.32704,-38.87191,3.85051,-4.49032,2.94152,-0.67536,74.65828,-6.16145,-2.872493,0.470435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
